Registration id,Course Instance,Student id,Status,Grade
I-153119950511-0111,I-1531,19950511-0111,registered,
I-153019950511-0111,I-1530,19950511-0111,not started,
I-152919950511-0111,I-1529,19950511-0111,completed,4.0
I-152419950511-0111,I-1524,19950511-0111,registered,
I-267519950511-0111,I-2675,19950511-0111,withdrawn,
I-173019950511-0111,I-1730,19950511-0111,not started,
I-152719950511-0111,I-1527,19950511-0111,not started,
I-152819950511-0111,I-1528,19950511-0111,completed,5.0
I-541219950511-0111,I-5412,19950511-0111,not started,
I-195419950511-0111,I-1954,19950511-0111,not started,
I-163619950511-0111,I-1636,19950511-0111,withdrawn,
I-163419950511-0111,I-1634,19950511-0111,not started,
I-163519950511-0111,I-1635,19950511-0111,completed,3.0
I-163719950511-0111,I-1637,19950511-0111,not started,
I-164119950511-0111,I-1641,19950511-0111,completed,4.0
I-164019950511-0111,I-1640,19950511-0111,registered,
I-163819950511-0111,I-1638,19950511-0111,withdrawn,
I-501119990530-0112,I-5011,19990530-0112,withdrawn,
I-512319990530-0112,I-5123,19990530-0112,not started,
I-501619990530-0112,I-5016,19990530-0112,not started,
I-18919990530-0112,I-189,19990530-0112,registered,
I-313719990530-0112,I-3137,19990530-0112,completed,4.0
I-72019990530-0112,I-720,19990530-0112,not started,
I-501819990530-0112,I-5018,19990530-0112,completed,5.0
I-83119990530-0112,I-831,19990530-0112,completed,3.0
I-523419990530-0112,I-5234,19990530-0112,not started,
I-51519990530-0112,I-515,19990530-0112,completed,3.0
I-407319990530-0112,I-4073,19990530-0112,completed,4.0
I-513719990530-0112,I-5137,19990530-0112,registered,
I-513219990530-0112,I-5132,19990530-0112,registered,
I-503819990530-0112,I-5038,19990530-0112,withdrawn,
I-524519990530-0112,I-5245,19990530-0112,completed,3.0
I-524619990530-0112,I-5246,19990530-0112,completed,3.0
I-524719990530-0112,I-5247,19990530-0112,completed,5.0
I-363619961117-0113,I-3636,19961117-0113,completed,5.0
I-165319961117-0113,I-1653,19961117-0113,completed,5.0
I-532219961117-0113,I-5322,19961117-0113,withdrawn,
I-7619961117-0113,I-76,19961117-0113,withdrawn,
I-501519961117-0113,I-5015,19961117-0113,not started,
I-19019961117-0113,I-190,19961117-0113,completed,5.0
I-333819961117-0113,I-3338,19961117-0113,withdrawn,
I-39719961117-0113,I-397,19961117-0113,registered,
I-29819961117-0113,I-298,19961117-0113,registered,
I-29919961117-0113,I-299,19961117-0113,withdrawn,
I-30019961117-0113,I-300,19961117-0113,registered,
I-30219961117-0113,I-302,19961117-0113,withdrawn,
I-205119981221-0114,I-2051,19981221-0114,registered,
I-79319981221-0114,I-793,19981221-0114,registered,
I-99519981221-0114,I-995,19981221-0114,not started,
I-279319981221-0114,I-2793,19981221-0114,registered,
I-99919981221-0114,I-999,19981221-0114,completed,5.0
I-99419981221-0114,I-994,19981221-0114,not started,
I-487819981221-0114,I-4878,19981221-0114,not started,
I-258519981221-0114,I-2585,19981221-0114,completed,3.0
I-111419981221-0114,I-1114,19981221-0114,not started,
I-111519981221-0114,I-1115,19981221-0114,completed,4.0
I-541619981221-0114,I-5416,19981221-0114,not started,
I-216819981221-0114,I-2168,19981221-0114,registered,
I-173719981221-0114,I-1737,19981221-0114,not started,
I-217319981221-0114,I-2173,19981221-0114,registered,
I-111819981221-0114,I-1118,19981221-0114,withdrawn,
I-227319981221-0114,I-2273,19981221-0114,not started,
I-70019981221-0114,I-700,19981221-0114,not started,
I-435419981221-0114,I-4354,19981221-0114,registered,
I-123219981221-0114,I-1232,19981221-0114,withdrawn,
I-48919981221-0114,I-489,19981221-0114,withdrawn,
I-248919950924-0115,I-2489,19950924-0115,not started,
I-362119950924-0115,I-3621,19950924-0115,registered,
I-415619950924-0115,I-4156,19950924-0115,completed,5.0
I-362219950924-0115,I-3622,19950924-0115,not started,
I-373719950924-0115,I-3737,19950924-0115,registered,
I-373819950924-0115,I-3738,19950924-0115,registered,
I-343819950924-0115,I-3438,19950924-0115,registered,
I-373919950924-0115,I-3739,19950924-0115,registered,
I-374019950924-0115,I-3740,19950924-0115,completed,4.0
I-426419950924-0115,I-4264,19950924-0115,registered,
I-91519950924-0115,I-915,19950924-0115,withdrawn,
I-479719950924-0115,I-4797,19950924-0115,withdrawn,
I-449019970112-0116,I-4490,19970112-0116,registered,
I-469419970112-0116,I-4694,19970112-0116,withdrawn,
I-50519970112-0116,I-505,19970112-0116,completed,5.0
I-470019970112-0116,I-4700,19970112-0116,completed,5.0
I-481619970112-0116,I-4816,19970112-0116,registered,
I-157419970112-0116,I-1574,19970112-0116,registered,
I-481919970112-0116,I-4819,19970112-0116,withdrawn,
I-438719970112-0116,I-4387,19970112-0116,completed,3.0
I-492719970112-0116,I-4927,19970112-0116,not started,
I-366419970112-0116,I-3664,19970112-0116,not started,
I-10619970112-0116,I-106,19970112-0116,registered,
I-127019970112-0116,I-1270,19970112-0116,withdrawn,
I-122819960911-0117,I-1228,19960911-0117,registered,
I-70219960911-0117,I-702,19960911-0117,completed,3.0
I-70319960911-0117,I-703,19960911-0117,withdrawn,
I-70119960911-0117,I-701,19960911-0117,not started,
I-81519960911-0117,I-815,19960911-0117,not started,
I-81619960911-0117,I-816,19960911-0117,registered,
I-82019960911-0117,I-820,19960911-0117,withdrawn,
I-271719960911-0117,I-2717,19960911-0117,not started,
I-92519960911-0117,I-925,19960911-0117,completed,4.0
I-92719960911-0117,I-927,19960911-0117,withdrawn,
I-82919960911-0117,I-829,19960911-0117,not started,
I-261019960911-0117,I-2610,19960911-0117,completed,5.0
I-100119970925-0118,I-1001,19970925-0118,completed,4.0
I-90019970925-0118,I-900,19970925-0118,registered,
I-100319970925-0118,I-1003,19970925-0118,completed,5.0
I-100419970925-0118,I-1004,19970925-0118,not started,
I-112219970925-0118,I-1122,19970925-0118,not started,
I-259519970925-0118,I-2595,19970925-0118,completed,5.0
I-372919970925-0118,I-3729,19970925-0118,completed,3.0
I-144219970925-0118,I-1442,19970925-0118,not started,
I-81119970925-0118,I-811,19970925-0118,withdrawn,
I-123519970925-0118,I-1235,19970925-0118,registered,
I-123719970925-0118,I-1237,19970925-0118,withdrawn,
I-239819970925-0118,I-2398,19970925-0118,completed,5.0
I-123919970925-0118,I-1239,19970925-0118,completed,3.0
I-271119961108-0119,I-2711,19961108-0119,withdrawn,
I-271319961108-0119,I-2713,19961108-0119,withdrawn,
I-271719961108-0119,I-2717,19961108-0119,registered,
I-123919961108-0119,I-1239,19961108-0119,withdrawn,
I-282219961108-0119,I-2822,19961108-0119,completed,3.0
I-147019961108-0119,I-1470,19961108-0119,completed,3.0
I-198419961108-0119,I-1984,19961108-0119,registered,
I-282919961108-0119,I-2829,19961108-0119,completed,3.0
I-196519960829-0120,I-1965,19960829-0120,not started,
I-382819960829-0120,I-3828,19960829-0120,completed,5.0
I-91219960829-0120,I-912,19960829-0120,not started,
I-332219960829-0120,I-3322,19960829-0120,completed,4.0
I-394519960829-0120,I-3945,19960829-0120,registered,
I-394619960829-0120,I-3946,19960829-0120,completed,4.0
I-394819960829-0120,I-3948,19960829-0120,not started,
I-394919960829-0120,I-3949,19960829-0120,registered,
I-363319960829-0120,I-3633,19960829-0120,not started,
I-395219960829-0120,I-3952,19960829-0120,not started,
I-91619960829-0120,I-916,19960829-0120,not started,
I-124319960829-0120,I-1243,19960829-0120,completed,3.0
I-448119960829-0120,I-4481,19960829-0120,not started,
I-92919960829-0120,I-929,19960829-0120,registered,
I-406519960829-0120,I-4065,19960829-0120,registered,
I-177019960829-0120,I-1770,19960829-0120,not started,
I-407019960829-0120,I-4070,19960829-0120,withdrawn,
I-230019990317-0121,I-2300,19990317-0121,completed,5.0
I-333619990317-0121,I-3336,19990317-0121,completed,3.0
I-459119990317-0121,I-4591,19990317-0121,not started,
I-344519990317-0121,I-3445,19990317-0121,withdrawn,
I-30119990317-0121,I-301,19990317-0121,registered,
I-545219990317-0121,I-5452,19990317-0121,registered,
I-408019990317-0121,I-4080,19990317-0121,completed,4.0
I-513519990317-0121,I-5135,19990317-0121,not started,
I-99419990521-0122,I-994,19990521-0122,completed,4.0
I-466619990521-0122,I-4666,19990521-0122,completed,5.0
I-497819990521-0122,I-4978,19990521-0122,completed,4.0
I-79519990521-0122,I-795,19990521-0122,completed,5.0
I-509219990521-0122,I-5092,19990521-0122,completed,5.0
I-268919990521-0122,I-2689,19990521-0122,completed,3.0
I-509419990521-0122,I-5094,19990521-0122,withdrawn,
I-509719990521-0122,I-5097,19990521-0122,withdrawn,
I-38019990521-0122,I-380,19990521-0122,completed,4.0
I-521019990521-0122,I-5210,19990521-0122,withdrawn,
I-404419990521-0122,I-4044,19990521-0122,completed,4.0
I-426119990521-0122,I-4261,19990521-0122,not started,
I-156319950709-0123,I-1563,19950709-0123,withdrawn,
I-102819950709-0123,I-1028,19950709-0123,withdrawn,
I-102919950709-0123,I-1029,19950709-0123,registered,
I-103119950709-0123,I-1031,19950709-0123,withdrawn,
I-522619950709-0123,I-5226,19950709-0123,registered,
I-198419950709-0123,I-1984,19950709-0123,not started,
I-103419950709-0123,I-1034,19950709-0123,withdrawn,
I-198119950709-0123,I-1981,19950709-0123,completed,4.0
I-103719950709-0123,I-1037,19950709-0123,registered,
I-29119950709-0123,I-291,19950709-0123,not started,
I-115019950709-0123,I-1150,19950709-0123,registered,
I-115119950709-0123,I-1151,19950709-0123,completed,5.0
I-115319950709-0123,I-1153,19950709-0123,withdrawn,
I-115919950709-0123,I-1159,19950709-0123,not started,
I-335819950709-0123,I-3358,19950709-0123,not started,
I-346419950709-0123,I-3464,19950709-0123,not started,
I-355919950709-0123,I-3559,19950709-0123,not started,
I-126619950709-0123,I-1266,19950709-0123,not started,
I-531819950214-0124,I-5318,19950214-0124,not started,
I-531919950214-0124,I-5319,19950214-0124,not started,
I-532019950214-0124,I-5320,19950214-0124,completed,4.0
I-426719950214-0124,I-4267,19950214-0124,withdrawn,
I-543619950214-0124,I-5436,19950214-0124,registered,
I-323919950214-0124,I-3239,19950214-0124,not started,
I-543819950214-0124,I-5438,19950214-0124,completed,4.0
I-543919950214-0124,I-5439,19950214-0124,withdrawn,
I-381919950817-0125,I-3819,19950817-0125,completed,4.0
I-382019950817-0125,I-3820,19950817-0125,not started,
I-382619950817-0125,I-3826,19950817-0125,registered,
I-382419950817-0125,I-3824,19950817-0125,registered,
I-393319950817-0125,I-3933,19950817-0125,registered,
I-292119950817-0125,I-2921,19950817-0125,registered,
I-393819950817-0125,I-3938,19950817-0125,withdrawn,
I-259919950817-0125,I-2599,19950817-0125,registered,
I-405219950817-0125,I-4052,19950817-0125,not started,
I-405419950817-0125,I-4054,19950817-0125,completed,3.0
I-134319950817-0125,I-1343,19950817-0125,completed,5.0
I-250019950817-0125,I-2500,19950817-0125,registered,
I-165219990405-0126,I-1652,19990405-0126,registered,
I-123619990405-0126,I-1236,19990405-0126,withdrawn,
I-384019990405-0126,I-3840,19990405-0126,not started,
I-29019990405-0126,I-290,19990405-0126,withdrawn,
I-395519990405-0126,I-3955,19990405-0126,registered,
I-395819990405-0126,I-3958,19990405-0126,registered,
I-219419990405-0126,I-2194,19990405-0126,completed,3.0
I-323319990405-0126,I-3233,19990405-0126,registered,
I-407219990405-0126,I-4072,19990405-0126,completed,3.0
I-304719990405-0126,I-3047,19990405-0126,withdrawn,
I-115119990405-0126,I-1151,19990405-0126,withdrawn,
I-294419990405-0126,I-2944,19990405-0126,not started,
I-131919970422-0127,I-1319,19970422-0127,registered,
I-248519970422-0127,I-2485,19970422-0127,not started,
I-206419970422-0127,I-2064,19970422-0127,registered,
I-132719970422-0127,I-1327,19970422-0127,not started,
I-144019970422-0127,I-1440,19970422-0127,not started,
I-144119970422-0127,I-1441,19970422-0127,registered,
I-80719970422-0127,I-807,19970422-0127,completed,4.0
I-144819970422-0127,I-1448,19970422-0127,withdrawn,
I-225219950225-0128,I-2252,19950225-0128,not started,
I-245819950225-0128,I-2458,19950225-0128,completed,4.0
I-465419950225-0128,I-4654,19950225-0128,not started,
I-402219950225-0128,I-4022,19950225-0128,not started,
I-89419950225-0128,I-894,19950225-0128,not started,
I-237019950225-0128,I-2370,19950225-0128,completed,5.0
I-454819950225-0128,I-4548,19950225-0128,registered,
I-205619950225-0128,I-2056,19950225-0128,not started,
I-35219980410-0129,I-352,19980410-0129,withdrawn,
I-203719980410-0129,I-2037,19980410-0129,registered,
I-518619980410-0129,I-5186,19980410-0129,withdrawn,
I-203919980410-0129,I-2039,19980410-0129,completed,3.0
I-497719980410-0129,I-4977,19980410-0129,completed,5.0
I-391819980410-0129,I-3918,19980410-0129,registered,
I-391919980410-0129,I-3919,19980410-0129,registered,
I-79019980410-0129,I-790,19980410-0129,completed,4.0
I-403419980410-0129,I-4034,19980410-0129,completed,5.0
I-403519980410-0129,I-4035,19980410-0129,withdrawn,
I-301219980410-0129,I-3012,19980410-0129,completed,4.0
I-435019980410-0129,I-4350,19980410-0129,withdrawn,
I-403619980410-0129,I-4036,19980410-0129,completed,5.0
I-173919980410-0129,I-1739,19980410-0129,not started,
I-404019980410-0129,I-4040,19980410-0129,withdrawn,
I-403919980410-0129,I-4039,19980410-0129,registered,
I-228419980617-0130,I-2284,19980617-0130,completed,4.0
I-228619980617-0130,I-2286,19980617-0130,registered,
I-228519980617-0130,I-2285,19980617-0130,withdrawn,
I-144319980617-0130,I-1443,19980617-0130,registered,
I-239619980617-0130,I-2396,19980617-0130,withdrawn,
I-28619980617-0130,I-286,19980617-0130,completed,3.0
I-240319980617-0130,I-2403,19980617-0130,not started,
I-240219980617-0130,I-2402,19980617-0130,completed,3.0
I-38319970117-0131,I-383,19970117-0131,not started,
I-322219970117-0131,I-3222,19970117-0131,registered,
I-38819970117-0131,I-388,19970117-0131,registered,
I-480519970117-0131,I-4805,19970117-0131,withdrawn,
I-38619970117-0131,I-386,19970117-0131,not started,
I-468919970117-0131,I-4689,19970117-0131,not started,
I-552419970117-0131,I-5524,19970117-0131,completed,3.0
I-155119970117-0131,I-1551,19970117-0131,withdrawn,
I-548019970117-0131,I-5480,19970117-0131,registered,
I-39219970117-0131,I-392,19970117-0131,completed,5.0
I-490319970117-0131,I-4903,19970117-0131,not started,
I-550219970117-0131,I-5502,19970117-0131,not started,
I-468819970117-0131,I-4688,19970117-0131,completed,3.0
I-50319970117-0131,I-503,19970117-0131,withdrawn,
I-50619970117-0131,I-506,19970117-0131,not started,
I-272519970117-0131,I-2725,19970117-0131,not started,
I-548119970117-0131,I-5481,19970117-0131,registered,
I-62019970117-0131,I-620,19970117-0131,withdrawn,
I-103919970117-0131,I-1039,19970117-0131,completed,3.0
I-283619970117-0131,I-2836,19970117-0131,completed,5.0
I-62219970117-0131,I-622,19970117-0131,registered,
I-511219950225-0132,I-5112,19950225-0132,withdrawn,
I-70119950225-0132,I-701,19950225-0132,completed,5.0
I-185119950225-0132,I-1851,19950225-0132,registered,
I-270019950225-0132,I-2700,19950225-0132,not started,
I-81519950225-0132,I-815,19950225-0132,completed,4.0
I-134019950225-0132,I-1340,19950225-0132,withdrawn,
I-81719950225-0132,I-817,19950225-0132,completed,5.0
I-38819950225-0132,I-388,19950225-0132,registered,
I-81819950225-0132,I-818,19950225-0132,registered,
I-82019950225-0132,I-820,19950225-0132,completed,3.0
I-82619950225-0132,I-826,19950225-0132,not started,
I-82119950225-0132,I-821,19950225-0132,withdrawn,
I-82219950225-0132,I-822,19950225-0132,not started,
I-522219950225-0132,I-5222,19950225-0132,registered,
I-92519950225-0132,I-925,19950225-0132,registered,
I-92719950225-0132,I-927,19950225-0132,not started,
I-50419950225-0132,I-504,19950225-0132,not started,
I-481519950225-0132,I-4815,19950225-0132,withdrawn,
I-88019961005-0133,I-880,19961005-0133,registered,
I-130819961005-0133,I-1308,19961005-0133,not started,
I-183019961005-0133,I-1830,19961005-0133,registered,
I-360819961005-0133,I-3608,19961005-0133,not started,
I-183119961005-0133,I-1831,19961005-0133,not started,
I-99719961005-0133,I-997,19961005-0133,completed,5.0
I-350719960809-0134,I-3507,19960809-0134,registered,
I-25419960809-0134,I-254,19960809-0134,registered,
I-433919960809-0134,I-4339,19960809-0134,registered,
I-4619960809-0134,I-46,19960809-0134,withdrawn,
I-541219960809-0134,I-5412,19960809-0134,registered,
I-291019960809-0134,I-2910,19960809-0134,not started,
I-16219960809-0134,I-162,19960809-0134,withdrawn,
I-16319960809-0134,I-163,19960809-0134,completed,3.0
I-16419960809-0134,I-164,19960809-0134,not started,
I-467619960809-0134,I-4676,19960809-0134,completed,3.0
I-16619960809-0134,I-166,19960809-0134,completed,4.0
I-16719960809-0134,I-167,19960809-0134,completed,3.0
I-16819960809-0134,I-168,19960809-0134,not started,
I-27219960809-0134,I-272,19960809-0134,not started,
I-426319960809-0134,I-4263,19960809-0134,completed,4.0
I-27419960809-0134,I-274,19960809-0134,registered,
I-27819960809-0134,I-278,19960809-0134,completed,5.0
I-511219990713-0135,I-5112,19990713-0135,registered,
I-70219990713-0135,I-702,19990713-0135,completed,3.0
I-70719990713-0135,I-707,19990713-0135,completed,3.0
I-70619990713-0135,I-706,19990713-0135,completed,3.0
I-292519990713-0135,I-2925,19990713-0135,withdrawn,
I-81619990713-0135,I-816,19990713-0135,registered,
I-38819990713-0135,I-388,19990713-0135,completed,4.0
I-82519990713-0135,I-825,19990713-0135,completed,5.0
I-92519990713-0135,I-925,19990713-0135,completed,4.0
I-92719990713-0135,I-927,19990713-0135,withdrawn,
I-29519990713-0135,I-295,19990713-0135,withdrawn,
I-93119990713-0135,I-931,19990713-0135,withdrawn,
I-530119990626-0136,I-5301,19990626-0136,registered,
I-530319990626-0136,I-5303,19990626-0136,completed,5.0
I-530419990626-0136,I-5304,19990626-0136,withdrawn,
I-351719990626-0136,I-3517,19990626-0136,not started,
I-541719990626-0136,I-5417,19990626-0136,registered,
I-144519990626-0136,I-1445,19990626-0136,withdrawn,
I-60019990626-0136,I-600,19990626-0136,not started,
I-542519990626-0136,I-5425,19990626-0136,completed,3.0
I-130019980203-0137,I-1300,19980203-0137,not started,
I-370119980203-0137,I-3701,19980203-0137,completed,4.0
I-130619980203-0137,I-1306,19980203-0137,completed,5.0
I-130719980203-0137,I-1307,19980203-0137,not started,
I-444919980203-0137,I-4449,19980203-0137,withdrawn,
I-278919980203-0137,I-2789,19980203-0137,completed,4.0
I-142519980203-0137,I-1425,19980203-0137,completed,3.0
I-47019980203-0137,I-470,19980203-0137,not started,
I-288319980720-0138,I-2883,19980720-0138,registered,
I-88619980720-0138,I-886,19980720-0138,completed,3.0
I-14319980720-0138,I-143,19980720-0138,not started,
I-289119980720-0138,I-2891,19980720-0138,registered,
I-57719980720-0138,I-577,19980720-0138,registered,
I-131719980720-0138,I-1317,19980720-0138,registered,
I-445419980720-0138,I-4454,19980720-0138,not started,
I-540319980720-0138,I-5403,19980720-0138,completed,4.0
I-290119980720-0138,I-2901,19980720-0138,registered,
I-300319980720-0138,I-3003,19980720-0138,registered,
I-237619980720-0138,I-2376,19980720-0138,withdrawn,
I-300419980720-0138,I-3004,19980720-0138,registered,
I-477419951130-0139,I-4774,19951130-0139,completed,4.0
I-445819951130-0139,I-4458,19951130-0139,not started,
I-509619951130-0139,I-5096,19951130-0139,registered,
I-393219951130-0139,I-3932,19951130-0139,registered,
I-280719951130-0139,I-2807,19951130-0139,withdrawn,
I-312219951130-0139,I-3122,19951130-0139,registered,
I-510819951130-0139,I-5108,19951130-0139,registered,
I-510719951130-0139,I-5107,19951130-0139,completed,4.0
I-458619951130-0139,I-4586,19951130-0139,completed,4.0
I-521719951130-0139,I-5217,19951130-0139,withdrawn,
I-332519951130-0139,I-3325,19951130-0139,not started,
I-521919951130-0139,I-5219,19951130-0139,completed,5.0
I-100119950317-0140,I-1001,19950317-0140,registered,
I-90019950317-0140,I-900,19950317-0140,completed,4.0
I-446219950317-0140,I-4462,19950317-0140,registered,
I-100419950317-0140,I-1004,19950317-0140,completed,5.0
I-112219950317-0140,I-1122,19950317-0140,completed,5.0
I-372919950317-0140,I-3729,19950317-0140,not started,
I-6919950317-0140,I-69,19950317-0140,registered,
I-70619950317-0140,I-706,19950317-0140,withdrawn,
I-112319950317-0140,I-1123,19950317-0140,withdrawn,
I-490119950317-0140,I-4901,19950317-0140,withdrawn,
I-239819950317-0140,I-2398,19950317-0140,registered,
I-123619950317-0140,I-1236,19950317-0140,not started,
I-155919950317-0140,I-1559,19950317-0140,not started,
I-422919980421-0141,I-4229,19980421-0141,withdrawn,
I-193219980421-0141,I-1932,19980421-0141,registered,
I-193319980421-0141,I-1933,19980421-0141,registered,
I-193419980421-0141,I-1934,19980421-0141,completed,5.0
I-109719980421-0141,I-1097,19980421-0141,withdrawn,
I-193519980421-0141,I-1935,19980421-0141,not started,
I-193719980421-0141,I-1937,19980421-0141,withdrawn,
I-339919980421-0141,I-3399,19980421-0141,not started,
I-193919980421-0141,I-1939,19980421-0141,registered,
I-466619980421-0141,I-4666,19980421-0141,withdrawn,
I-35719980421-0141,I-357,19980421-0141,withdrawn,
I-360319980421-0141,I-3603,19980421-0141,completed,3.0
I-172619980421-0141,I-1726,19980421-0141,not started,
I-205719980421-0141,I-2057,19980421-0141,completed,3.0
I-142419980421-0141,I-1424,19980421-0141,completed,3.0
I-340419980421-0141,I-3404,19980421-0141,not started,
I-340219980421-0141,I-3402,19980421-0141,not started,
I-205319980421-0141,I-2053,19980421-0141,completed,5.0
I-205219980421-0141,I-2052,19980421-0141,completed,3.0
I-216719980421-0141,I-2167,19980421-0141,registered,
I-520219980421-0141,I-5202,19980421-0141,not started,
I-216919980421-0141,I-2169,19980421-0141,not started,
I-268719980421-0141,I-2687,19980421-0141,completed,3.0
I-468619960406-0142,I-4686,19960406-0142,not started,
I-197119960406-0142,I-1971,19960406-0142,registered,
I-469019960406-0142,I-4690,19960406-0142,completed,5.0
I-469119960406-0142,I-4691,19960406-0142,completed,4.0
I-166819960406-0142,I-1668,19960406-0142,withdrawn,
I-375019960406-0142,I-3750,19960406-0142,completed,5.0
I-146319960406-0142,I-1463,19960406-0142,completed,4.0
I-481019960406-0142,I-4810,19960406-0142,registered,
I-491819960406-0142,I-4918,19960406-0142,withdrawn,
I-492119960406-0142,I-4921,19960406-0142,registered,
I-492219960406-0142,I-4922,19960406-0142,not started,
I-283019960406-0142,I-2830,19960406-0142,withdrawn,
I-469319950604-0143,I-4693,19950604-0143,registered,
I-261519950604-0143,I-2615,19950604-0143,withdrawn,
I-50519950604-0143,I-505,19950604-0143,not started,
I-469819950604-0143,I-4698,19950604-0143,not started,
I-157019950604-0143,I-1570,19950604-0143,withdrawn,
I-459719950604-0143,I-4597,19950604-0143,registered,
I-512219950604-0143,I-5122,19950604-0143,not started,
I-260919950604-0143,I-2609,19950604-0143,not started,
I-384819950604-0143,I-3848,19950604-0143,completed,5.0
I-471419950604-0143,I-4714,19950604-0143,not started,
I-157419950604-0143,I-1574,19950604-0143,not started,
I-252419950604-0143,I-2524,19950604-0143,completed,5.0
I-481819950604-0143,I-4818,19950604-0143,withdrawn,
I-85019950604-0143,I-850,19950604-0143,completed,5.0
I-492919950604-0143,I-4929,19950604-0143,withdrawn,
I-493419950604-0143,I-4934,19950604-0143,completed,3.0
I-116119950604-0143,I-1161,19950604-0143,registered,
I-46919971113-0144,I-469,19971113-0144,registered,
I-433319971113-0144,I-4333,19971113-0144,completed,3.0
I-433519971113-0144,I-4335,19971113-0144,registered,
I-403319971113-0144,I-4033,19971113-0144,completed,4.0
I-445519971113-0144,I-4455,19971113-0144,registered,
I-393219971113-0144,I-3932,19971113-0144,registered,
I-445719971113-0144,I-4457,19971113-0144,completed,4.0
I-445919971113-0144,I-4459,19971113-0144,completed,5.0
I-101419971113-0144,I-1014,19971113-0144,completed,5.0
I-457019971113-0144,I-4570,19971113-0144,not started,
I-456919971113-0144,I-4569,19971113-0144,completed,3.0
I-457119971113-0144,I-4571,19971113-0144,registered,
I-437619980928-0145,I-4376,19980928-0145,withdrawn,
I-220119980928-0145,I-2201,19980928-0145,completed,5.0
I-344419980928-0145,I-3444,19980928-0145,withdrawn,
I-438419980928-0145,I-4384,19980928-0145,completed,5.0
I-262019980928-0145,I-2620,19980928-0145,completed,5.0
I-136019980928-0145,I-1360,19980928-0145,withdrawn,
I-449519980928-0145,I-4495,19980928-0145,registered,
I-449819980928-0145,I-4498,19980928-0145,withdrawn,
I-460819980928-0145,I-4608,19980928-0145,withdrawn,
I-221819980928-0145,I-2218,19980928-0145,registered,
I-461019980928-0145,I-4610,19980928-0145,completed,3.0
I-461419980928-0145,I-4614,19980928-0145,withdrawn,
I-466919970619-0146,I-4669,19970619-0146,registered,
I-268719970619-0146,I-2687,19970619-0146,registered,
I-467119970619-0146,I-4671,19970619-0146,registered,
I-184719970619-0146,I-1847,19970619-0146,completed,5.0
I-456819970619-0146,I-4568,19970619-0146,registered,
I-478719970619-0146,I-4787,19970619-0146,withdrawn,
I-478819970619-0146,I-4788,19970619-0146,withdrawn,
I-80919970619-0146,I-809,19970619-0146,completed,5.0
I-489619970619-0146,I-4896,19970619-0146,withdrawn,
I-186019970619-0146,I-1860,19970619-0146,not started,
I-490119970619-0146,I-4901,19970619-0146,registered,
I-448019970619-0146,I-4480,19970619-0146,completed,3.0
I-100919980920-0147,I-1009,19980920-0147,not started,
I-446619980920-0147,I-4466,19980920-0147,completed,3.0
I-101119980920-0147,I-1011,19980920-0147,registered,
I-144519980920-0147,I-1445,19980920-0147,completed,5.0
I-218619980920-0147,I-2186,19980920-0147,withdrawn,
I-113319980920-0147,I-1133,19980920-0147,withdrawn,
I-113219980920-0147,I-1132,19980920-0147,registered,
I-113619980920-0147,I-1136,19980920-0147,registered,
I-448919980920-0147,I-4489,19980920-0147,not started,
I-72419980920-0147,I-724,19980920-0147,withdrawn,
I-124819980920-0147,I-1248,19980920-0147,registered,
I-124719980920-0147,I-1247,19980920-0147,not started,
I-458919950818-0148,I-4589,19950818-0148,not started,
I-491619950818-0148,I-4916,19950818-0148,not started,
I-9119950818-0148,I-91,19950818-0148,withdrawn,
I-83419950818-0148,I-834,19950818-0148,completed,5.0
I-51219950818-0148,I-512,19950818-0148,registered,
I-417819950818-0148,I-4178,19950818-0148,withdrawn,
I-469719950818-0148,I-4697,19950818-0148,withdrawn,
I-364819950818-0148,I-3648,19950818-0148,completed,3.0
I-428319950818-0148,I-4283,19950818-0148,registered,
I-428419950818-0148,I-4284,19950818-0148,registered,
I-136119950818-0148,I-1361,19950818-0148,not started,
I-428919950818-0148,I-4289,19950818-0148,not started,
I-393619980804-0149,I-3936,19980804-0149,withdrawn,
I-175119980804-0149,I-1751,19980804-0149,completed,3.0
I-270319980804-0149,I-2703,19980804-0149,completed,4.0
I-17819980804-0149,I-178,19980804-0149,withdrawn,
I-219019980804-0149,I-2190,19980804-0149,not started,
I-522119980804-0149,I-5221,19980804-0149,not started,
I-281419980804-0149,I-2814,19980804-0149,withdrawn,
I-384219980804-0149,I-3842,19980804-0149,not started,
I-48319950331-0150,I-483,19950331-0150,registered,
I-499319950331-0150,I-4993,19950331-0150,registered,
I-499419950331-0150,I-4994,19950331-0150,completed,4.0
I-499719950331-0150,I-4997,19950331-0150,completed,5.0
I-511319950331-0150,I-5113,19950331-0150,completed,3.0
I-511419950331-0150,I-5114,19950331-0150,registered,
I-50119950331-0150,I-501,19950331-0150,withdrawn,
I-511619950331-0150,I-5116,19950331-0150,registered,
I-522619950331-0150,I-5226,19950331-0150,registered,
I-293319950331-0150,I-2933,19950331-0150,completed,3.0
I-282519950331-0150,I-2825,19950331-0150,registered,
I-427519950331-0150,I-4275,19950331-0150,completed,4.0
I-342219960607-0151,I-3422,19960607-0151,completed,3.0
I-154519960607-0151,I-1545,19960607-0151,registered,
I-342519960607-0151,I-3425,19960607-0151,registered,
