Course,Planned number of Students,Senior Hours,Assistant Hours,Course code,Study period,Academic year,Instance_id,Examiner
I-2629,20,260,300,1071,1.0,2023-2024,I-2629,19690917-0022
I-2630,50,280,360,1027,1.0,2023-2024,I-2630,19610918-0027
I-2631,20,260,420,1295,3.0,2023-2024,I-2631,19610918-0027
I-2632,40,280,200,1249,1.0,2023-2024,I-2632,19561222-0030
I-2633,20,240,240,1209,3.0,2023-2024,I-2633,19570615-0011
I-2634,20,240,300,1067,1.0,2023-2024,I-2634,19690513-0015
I-2635,60,260,420,1050,2.0,2023-2024,I-2635,19660630-0020
I-2636,40,240,360,1046,4.0,2013-2014,I-2636,19601021-0018
I-2637,20,280,420,1232,3.0,2013-2014,I-2637,19560612-0010
I-2638,20,240,240,1107,2.0,2013-2014,I-2638,19690513-0015
I-2639,40,260,200,1280,4.0,2013-2014,I-2639,19560705-0025
I-2640,40,280,240,1236,2.0,2013-2014,I-2640,19570826-0012
I-2641,40,280,200,1234,4.0,2013-2014,I-2641,19611219-0014
I-2642,50,260,360,1219,1.0,2013-2014,I-2642,19640414-0013
I-2643,60,280,360,1206,2.0,2013-2014,I-2643,19630126-0001
I-2644,50,260,240,1092,1.0,2013-2014,I-2644,19690513-0015
I-2645,40,280,280,1294,3.0,2014-2015,I-2645,19620831-0024
I-2646,60,260,420,1202,4.0,2014-2015,I-2646,19650303-0019
I-2647,20,240,420,1201,4.0,2014-2015,I-2647,19611219-0014
I-2648,20,240,240,1099,3.0,2014-2015,I-2648,19610620-0006
I-2649,20,260,240,1005,2.0,2014-2015,I-2649,19660630-0020
I-2650,50,260,360,1266,1.0,2014-2015,I-2650,19560812-0016
I-2651,40,280,300,1228,1.0,2014-2015,I-2651,19560612-0010
I-2652,60,260,200,1205,1.0,2014-2015,I-2652,19611219-0014
I-2653,50,240,420,1195,1.0,2014-2015,I-2653,19650303-0019
I-2654,50,280,240,1164,2.0,2014-2015,I-2654,19580218-0007
I-2655,40,260,240,1121,2.0,2014-2015,I-2655,19680712-0028
I-2656,60,280,200,1277,2.0,2015-2016,I-2656,19610918-0027
I-2657,50,260,360,1276,4.0,2015-2016,I-2657,19620522-0023
I-2658,50,280,360,1156,3.0,2015-2016,I-2658,19610918-0027
I-2659,20,260,420,1135,1.0,2015-2016,I-2659,19620522-0023
I-2660,40,280,360,1057,2.0,2015-2016,I-2660,19561222-0030
I-2661,60,280,360,1202,4.0,2015-2016,I-2661,19650303-0019
I-2662,60,260,360,1109,1.0,2015-2016,I-2662,19640414-0013
I-2663,60,260,280,1061,4.0,2015-2016,I-2663,19580515-0017
I-2664,40,240,420,1023,2.0,2015-2016,I-2664,19620831-0024
I-2665,60,280,300,1016,3.0,2015-2016,I-2665,19560612-0010
I-2666,40,280,200,1045,2.0,2016-2017,I-2666,19680712-0028
I-2667,60,280,200,1175,4.0,2016-2017,I-2667,19610620-0006
I-2668,60,240,280,1035,3.0,2016-2017,I-2668,19660630-0020
I-2669,40,280,420,1290,1.0,2016-2017,I-2669,19610918-0027
I-2670,20,240,420,1264,3.0,2016-2017,I-2670,19620424-0026
I-2671,20,240,420,1225,1.0,2016-2017,I-2671,19620831-0024
I-2672,20,240,280,1209,3.0,2016-2017,I-2672,19570826-0012
I-2673,50,280,360,1184,2.0,2016-2017,I-2673,19690513-0015
I-2674,40,280,280,1172,1.0,2016-2017,I-2674,19620424-0026
I-2675,20,260,240,1098,1.0,2017-2018,I-2675,19620831-0024
I-2676,50,280,280,1011,2.0,2017-2018,I-2676,19561222-0030
I-2677,60,260,240,1277,4.0,2017-2018,I-2677,19630126-0001
I-2678,20,260,360,1260,3.0,2017-2018,I-2678,19600905-0003
I-2679,50,240,420,1147,1.0,2017-2018,I-2679,19690917-0022
I-2680,60,260,280,1029,3.0,2017-2018,I-2680,19650303-0019
I-2681,40,260,200,1298,3.0,2017-2018,I-2681,19690408-0009
I-2682,20,240,200,1249,3.0,2017-2018,I-2682,19560705-0025
I-2683,60,280,300,1233,3.0,2017-2018,I-2683,19600905-0003
I-2684,40,260,240,1134,1.0,2017-2018,I-2684,19610918-0027
I-2685,50,280,240,1105,1.0,2017-2018,I-2685,19600905-0003
I-2686,50,260,360,1006,1.0,2017-2018,I-2686,19690917-0022
I-2687,60,260,240,1281,1.0,2018-2019,I-2687,19610623-0005
I-2688,40,260,360,1257,3.0,2018-2019,I-2688,19620424-0026
I-2689,20,260,200,1220,1.0,2018-2019,I-2689,19600814-0002
I-2690,50,240,360,1107,2.0,2018-2019,I-2690,19690513-0015
I-2691,50,260,420,1060,2.0,2018-2019,I-2691,19560812-0016
I-2692,60,280,420,1022,4.0,2018-2019,I-2692,19630126-0001
I-2693,50,260,200,1296,3.0,2018-2019,I-2693,19620522-0023
I-2694,20,280,420,1269,2.0,2018-2019,I-2694,19560812-0016
I-2695,20,260,420,1252,1.0,2018-2019,I-2695,19560812-0016
I-2696,20,260,200,1080,2.0,2018-2019,I-2696,19560705-0025
I-2697,60,260,420,1044,1.0,2018-2019,I-2697,19620522-0023
I-2698,40,260,360,1015,1.0,2018-2019,I-2698,19620424-0026
I-2699,20,240,200,1180,3.0,2019-2020,I-2699,19580515-0017
I-2700,60,240,200,1105,2.0,2019-2020,I-2700,19640220-0029
I-2701,50,280,360,1194,3.0,2019-2020,I-2701,19610623-0005
I-2702,60,260,360,1176,4.0,2019-2020,I-2702,19620424-0026
I-2703,50,240,200,1107,1.0,2019-2020,I-2703,19560705-0025
I-2704,40,280,420,1094,3.0,2019-2020,I-2704,19560812-0016
I-2705,50,240,280,1274,1.0,2019-2020,I-2705,19590129-0004
I-2706,20,240,200,1263,2.0,2019-2020,I-2706,19560705-0025
I-2707,60,240,420,1230,2.0,2019-2020,I-2707,19600905-0003
I-2708,40,280,200,1122,2.0,2019-2020,I-2708,19560812-0016
I-2709,50,280,200,1090,1.0,2019-2020,I-2709,19570828-0008
I-2710,50,240,360,1025,1.0,2019-2020,I-2710,19600814-0002
I-2711,20,260,300,1297,4.0,2020-2021,I-2711,19640414-0013
I-2712,40,280,360,1085,1.0,2020-2021,I-2712,19630126-0001
I-2713,20,260,280,1055,2.0,2020-2021,I-2713,19620424-0026
I-2714,20,240,280,1189,1.0,2020-2021,I-2714,19580515-0017
I-2715,40,280,240,1124,3.0,2020-2021,I-2715,19580515-0017
I-2716,50,240,280,1115,4.0,2020-2021,I-2716,19680712-0028
I-2717,40,260,360,1104,1.0,2020-2021,I-2717,19570826-0012
I-2718,60,240,420,1185,3.0,2021-2022,I-2718,19600814-0002
I-2719,40,280,240,1134,3.0,2021-2022,I-2719,19560812-0016
I-2720,40,280,200,1235,2.0,2021-2022,I-2720,19570615-0011
I-2721,40,240,280,1226,3.0,2021-2022,I-2721,19560812-0016
I-2722,60,260,200,1123,1.0,2021-2022,I-2722,19580218-0007
I-2723,40,280,420,1065,3.0,2021-2022,I-2723,19680712-0028
I-2724,20,280,240,1281,1.0,2021-2022,I-2724,19601021-0018
I-2725,50,260,360,1118,4.0,2021-2022,I-2725,19580515-0017
I-2726,40,280,420,1079,3.0,2021-2022,I-2726,19580515-0017
I-2727,40,280,240,1025,3.0,2021-2022,I-2727,19570826-0012
I-2728,60,260,240,1181,3.0,2022-2023,I-2728,19620424-0026
I-2729,60,260,200,1270,4.0,2022-2023,I-2729,19561222-0030
I-2730,40,240,360,1145,2.0,2022-2023,I-2730,19580218-0007
I-2731,50,240,240,1073,2.0,2022-2023,I-2731,19601021-0018
I-2732,60,260,200,1004,2.0,2022-2023,I-2732,19570828-0008
I-2733,60,280,300,1183,2.0,2022-2023,I-2733,19640414-0013
I-2734,50,240,360,1173,1.0,2022-2023,I-2734,19611219-0014
I-2735,20,240,300,1171,3.0,2022-2023,I-2735,19650303-0019
I-2736,20,280,420,1164,3.0,2022-2023,I-2736,19560705-0025
I-2737,50,260,280,1012,2.0,2022-2023,I-2737,19660630-0020
I-2738,60,260,200,1160,1.0,2023-2024,I-2738,19640414-0013
I-2739,40,260,200,1062,1.0,2023-2024,I-2739,19690408-0009
I-2740,40,260,360,1210,4.0,2023-2024,I-2740,19611219-0014
I-2741,50,280,420,1091,1.0,2023-2024,I-2741,19660630-0020
I-2742,20,260,240,1205,2.0,2023-2024,I-2742,19570826-0012
I-2743,20,260,420,1191,1.0,2023-2024,I-2743,19600529-0021
I-2744,50,260,300,1181,4.0,2023-2024,I-2744,19560612-0010
I-2745,60,280,280,1130,4.0,2023-2024,I-2745,19610620-0006
I-2746,50,280,280,1078,2.0,2013-2014,I-2746,19690917-0022
I-2747,20,260,420,1049,2.0,2013-2014,I-2747,19570826-0012
I-2748,40,240,300,1156,1.0,2013-2014,I-2748,19690917-0022
I-2749,50,240,300,1131,4.0,2013-2014,I-2749,19610620-0006
I-2750,60,260,200,1295,2.0,2013-2014,I-2750,19650303-0019
I-2751,60,260,200,1257,2.0,2013-2014,I-2751,19561222-0030
I-2752,50,240,200,1239,2.0,2013-2014,I-2752,19611219-0014
I-2753,60,260,300,1217,2.0,2013-2014,I-2753,19650303-0019
I-2754,60,240,300,1088,4.0,2013-2014,I-2754,19570826-0012
I-2755,60,240,240,1097,4.0,2014-2015,I-2755,19580218-0007
I-2756,60,280,360,1284,1.0,2014-2015,I-2756,19561222-0030
I-2757,50,280,300,1225,1.0,2014-2015,I-2757,19570826-0012
I-2758,50,280,300,1048,2.0,2014-2015,I-2758,19580218-0007
I-2759,40,260,240,1262,1.0,2014-2015,I-2759,19570826-0012
I-2760,20,260,300,1218,2.0,2014-2015,I-2760,19600814-0002
I-2761,60,240,240,1035,4.0,2014-2015,I-2761,19601021-0018
I-2762,60,280,240,1027,3.0,2014-2015,I-2762,19690513-0015
I-2763,20,240,280,1073,1.0,2015-2016,I-2763,19640220-0029
I-2764,60,260,240,1169,3.0,2015-2016,I-2764,19620424-0026
I-2765,20,240,200,1127,3.0,2015-2016,I-2765,19640414-0013
I-2766,40,280,240,1105,3.0,2015-2016,I-2766,19620424-0026
I-2767,50,280,200,1050,2.0,2015-2016,I-2767,19660630-0020
I-2768,50,240,300,1294,4.0,2015-2016,I-2768,19650303-0019
I-2769,50,240,420,1172,4.0,2015-2016,I-2769,19630126-0001
I-2770,60,240,280,1164,3.0,2015-2016,I-2770,19600814-0002
I-2771,40,260,200,1118,2.0,2015-2016,I-2771,19690408-0009
I-2772,20,280,280,1042,1.0,2015-2016,I-2772,19680712-0028
I-2773,60,240,420,1015,3.0,2015-2016,I-2773,19600529-0021
I-2774,50,280,240,1256,1.0,2016-2017,I-2774,19600529-0021
I-2775,50,240,240,1006,1.0,2016-2017,I-2775,19690408-0009
I-2776,50,240,200,1143,2.0,2016-2017,I-2776,19660630-0020
I-2777,40,260,360,1059,2.0,2016-2017,I-2777,19560705-0025
I-2778,60,280,280,1058,3.0,2016-2017,I-2778,19660630-0020
I-2779,20,240,200,1047,4.0,2016-2017,I-2779,19610918-0027
I-2780,60,260,200,1269,3.0,2016-2017,I-2780,19660630-0020
I-2781,40,240,240,1134,2.0,2016-2017,I-2781,19620831-0024
I-2782,60,240,200,1068,4.0,2016-2017,I-2782,19620424-0026
I-2783,60,260,300,1043,4.0,2016-2017,I-2783,19570826-0012
I-2784,20,260,300,1021,1.0,2016-2017,I-2784,19590129-0004
I-2785,40,240,300,1237,3.0,2017-2018,I-2785,19600814-0002
I-2786,40,240,240,1229,1.0,2017-2018,I-2786,19620522-0023
I-2787,20,280,240,1176,2.0,2017-2018,I-2787,19660630-0020
I-2788,20,240,420,1014,2.0,2017-2018,I-2788,19580515-0017
I-2789,50,240,420,1224,2.0,2017-2018,I-2789,19650303-0019
I-2790,40,240,200,1093,1.0,2017-2018,I-2790,19650303-0019
I-2791,50,240,300,1086,4.0,2017-2018,I-2791,19660630-0020
I-2792,40,240,280,1083,2.0,2017-2018,I-2792,19601021-0018
I-2793,20,280,280,1012,3.0,2017-2018,I-2793,19601021-0018
I-2794,60,260,240,1249,4.0,2018-2019,I-2794,19610623-0005
I-2795,40,260,300,1073,1.0,2018-2019,I-2795,19620522-0023
I-2796,20,240,360,1294,1.0,2018-2019,I-2796,19660630-0020
I-2797,60,240,300,1287,4.0,2018-2019,I-2797,19620831-0024
I-2798,50,260,240,1172,2.0,2018-2019,I-2798,19600905-0003
I-2799,20,280,280,1006,2.0,2018-2019,I-2799,19610918-0027
I-2800,60,240,420,1223,3.0,2018-2019,I-2800,19610623-0005
I-2801,20,240,300,1183,2.0,2018-2019,I-2801,19690917-0022
I-2802,50,240,420,1074,4.0,2018-2019,I-2802,19610918-0027
I-2803,60,260,360,1038,3.0,2018-2019,I-2803,19680712-0028
I-2804,40,280,420,1239,3.0,2019-2020,I-2804,19610620-0006
I-2805,40,260,240,1174,1.0,2019-2020,I-2805,19680712-0028
I-2806,20,240,300,1148,4.0,2019-2020,I-2806,19610620-0006
I-2807,50,240,240,1030,2.0,2019-2020,I-2807,19561222-0030
I-2808,20,260,360,1225,3.0,2019-2020,I-2808,19640414-0013
I-2809,50,280,360,1172,1.0,2019-2020,I-2809,19690917-0022
I-2810,60,280,420,1111,2.0,2019-2020,I-2810,19660630-0020
I-2811,60,240,420,1090,2.0,2019-2020,I-2811,19560612-0010
I-2812,50,280,280,1299,4.0,2020-2021,I-2812,19600905-0003
I-2813,50,260,200,1221,3.0,2020-2021,I-2813,19560612-0010
I-2814,20,240,280,1196,1.0,2020-2021,I-2814,19630126-0001
I-2815,60,260,420,1031,3.0,2020-2021,I-2815,19620831-0024
I-2816,40,280,240,1293,2.0,2020-2021,I-2816,19560705-0025
I-2817,50,260,200,1290,3.0,2020-2021,I-2817,19690917-0022
I-2818,20,260,200,1262,1.0,2020-2021,I-2818,19690917-0022
I-2819,50,260,300,1188,3.0,2020-2021,I-2819,19580515-0017
I-2820,20,280,200,1170,1.0,2020-2021,I-2820,19610620-0006
I-2821,50,280,200,1024,1.0,2020-2021,I-2821,19620522-0023
I-2822,40,240,240,1086,3.0,2021-2022,I-2822,19600814-0002
I-2823,60,280,240,1225,3.0,2021-2022,I-2823,19660630-0020
I-2824,40,240,360,1032,1.0,2021-2022,I-2824,19560705-0025
I-2825,20,280,280,1204,3.0,2021-2022,I-2825,19600814-0002
I-2826,50,260,300,1134,1.0,2021-2022,I-2826,19610918-0027
I-2827,60,260,420,1087,3.0,2021-2022,I-2827,19560812-0016
I-2828,50,260,300,1082,2.0,2021-2022,I-2828,19580218-0007
I-2829,40,240,360,1072,3.0,2021-2022,I-2829,19570828-0008
I-2830,40,240,240,1225,2.0,2022-2023,I-2830,19611219-0014
I-2831,60,260,300,1032,2.0,2022-2023,I-2831,19680712-0028
I-2832,60,240,200,1296,2.0,2022-2023,I-2832,19680712-0028
I-2833,60,260,240,1290,1.0,2022-2023,I-2833,19650303-0019
I-2834,40,240,360,1287,1.0,2022-2023,I-2834,19690917-0022
I-2835,20,280,200,1281,4.0,2022-2023,I-2835,19680712-0028
I-2836,50,260,280,1254,3.0,2022-2023,I-2836,19600905-0003
I-2837,50,280,300,1172,1.0,2022-2023,I-2837,19690408-0009
I-2838,50,260,360,1136,4.0,2022-2023,I-2838,19610918-0027
I-2839,20,260,280,1022,2.0,2022-2023,I-2839,19660630-0020
I-2840,60,240,240,1223,3.0,2023-2024,I-2840,19660630-0020
I-2841,20,280,300,1075,2.0,2023-2024,I-2841,19600905-0003
I-2842,20,280,420,1292,1.0,2023-2024,I-2842,19600814-0002
I-2843,60,260,360,1229,2.0,2023-2024,I-2843,19600905-0003
I-2844,20,260,420,1282,1.0,2023-2024,I-2844,19580218-0007
I-2845,60,240,420,1267,2.0,2023-2024,I-2845,19580218-0007
I-2846,40,240,280,1249,4.0,2023-2024,I-2846,19570826-0012
I-2847,20,240,300,1214,2.0,2023-2024,I-2847,19610623-0005
I-2848,20,260,240,1143,1.0,2023-2024,I-2848,19690917-0022
I-2849,20,260,240,1011,4.0,2023-2024,I-2849,19620424-0026
I-2850,50,240,420,1254,2.0,2013-2014,I-2850,19640220-0029
I-2851,20,280,360,1166,3.0,2013-2014,I-2851,19620522-0023
I-2852,60,240,360,1207,1.0,2013-2014,I-2852,19660630-0020
I-2853,50,280,300,1180,3.0,2013-2014,I-2853,19580218-0007
I-2854,40,280,280,1130,2.0,2013-2014,I-2854,19611219-0014
I-2855,20,240,360,1051,3.0,2013-2014,I-2855,19610620-0006
I-2856,20,280,200,1239,2.0,2013-2014,I-2856,19690513-0015
I-2857,50,240,280,1221,2.0,2013-2014,I-2857,19590129-0004
I-2858,60,280,200,1173,1.0,2013-2014,I-2858,19620424-0026
I-2859,20,240,420,1136,1.0,2013-2014,I-2859,19610623-0005
I-2860,20,280,300,1080,3.0,2013-2014,I-2860,19570615-0011
I-2861,40,280,360,1036,3.0,2013-2014,I-2861,19570826-0012
I-2862,50,280,280,1255,1.0,2014-2015,I-2862,19600529-0021
I-2863,60,280,280,1192,2.0,2014-2015,I-2863,19620522-0023
I-2864,50,240,200,1218,2.0,2014-2015,I-2864,19620522-0023
I-2865,20,260,420,1203,1.0,2014-2015,I-2865,19660630-0020
I-2866,20,240,420,1064,1.0,2014-2015,I-2866,19690408-0009
I-2867,50,260,420,1041,2.0,2014-2015,I-2867,19610918-0027
I-2868,40,280,280,1256,4.0,2014-2015,I-2868,19580515-0017
I-2869,60,280,240,1126,1.0,2014-2015,I-2869,19620831-0024
I-2870,60,260,280,1125,1.0,2014-2015,I-2870,19611219-0014
I-2871,60,280,200,1103,4.0,2014-2015,I-2871,19561222-0030
I-2872,50,280,360,1039,1.0,2014-2015,I-2872,19580218-0007
I-2873,20,240,280,1124,4.0,2015-2016,I-2873,19610623-0005
I-2874,60,260,280,1117,3.0,2015-2016,I-2874,19561222-0030
I-2875,40,260,280,1105,1.0,2015-2016,I-2875,19610620-0006
I-2876,60,260,280,1066,3.0,2015-2016,I-2876,19610620-0006
I-2877,60,280,240,1051,2.0,2015-2016,I-2877,19620831-0024
I-2878,40,260,420,1247,4.0,2015-2016,I-2878,19600529-0021
I-2879,50,240,200,1222,1.0,2015-2016,I-2879,19610620-0006
I-2880,60,240,420,1161,2.0,2015-2016,I-2880,19580515-0017
I-2881,50,260,360,1047,3.0,2015-2016,I-2881,19560705-0025
I-2882,60,260,240,1041,3.0,2015-2016,I-2882,19611219-0014
I-2883,50,260,420,1107,4.0,2016-2017,I-2883,19650303-0019
I-2884,40,240,280,1225,1.0,2016-2017,I-2884,19570615-0011
I-2885,40,240,200,1008,3.0,2016-2017,I-2885,19690408-0009
I-2886,40,280,240,1245,2.0,2016-2017,I-2886,19660630-0020
I-2887,60,240,360,1136,2.0,2016-2017,I-2887,19600905-0003
I-2888,40,280,280,1112,1.0,2016-2017,I-2888,19650303-0019
I-2889,40,240,200,1052,1.0,2016-2017,I-2889,19640220-0029
I-2890,50,280,280,1048,4.0,2016-2017,I-2890,19601021-0018
I-2891,40,280,420,1033,3.0,2016-2017,I-2891,19610918-0027
I-2892,50,240,240,1120,1.0,2017-2018,I-2892,19690408-0009
I-2893,60,260,240,1008,4.0,2017-2018,I-2893,19610620-0006
I-2894,50,280,280,1273,4.0,2017-2018,I-2894,19590129-0004
I-2895,20,260,300,1196,4.0,2017-2018,I-2895,19601021-0018
I-2896,50,280,240,1075,1.0,2017-2018,I-2896,19580218-0007
I-2897,50,240,240,1073,1.0,2017-2018,I-2897,19660630-0020
I-2898,50,240,280,1291,4.0,2017-2018,I-2898,19570828-0008
I-2899,40,240,300,1265,3.0,2017-2018,I-2899,19620424-0026
I-2900,60,260,240,1252,2.0,2017-2018,I-2900,19660630-0020
I-2901,60,240,240,1218,1.0,2017-2018,I-2901,19680712-0028
I-2902,50,240,240,1154,1.0,2017-2018,I-2902,19660630-0020
I-2903,50,240,240,1005,2.0,2018-2019,I-2903,19690513-0015
I-2904,40,280,200,1190,2.0,2018-2019,I-2904,19660630-0020
I-2905,60,280,240,1111,3.0,2018-2019,I-2905,19590129-0004
I-2906,50,280,200,1022,1.0,2018-2019,I-2906,19650303-0019
I-2907,20,260,360,1201,3.0,2018-2019,I-2907,19690408-0009
I-2908,60,240,360,1164,1.0,2018-2019,I-2908,19620522-0023
I-2909,40,280,360,1140,3.0,2018-2019,I-2909,19560812-0016
I-2910,60,240,360,1129,1.0,2018-2019,I-2910,19600814-0002
I-2911,20,260,420,1121,2.0,2018-2019,I-2911,19600814-0002
I-2912,50,260,200,1185,4.0,2019-2020,I-2912,19580515-0017
I-2913,60,260,300,1290,3.0,2019-2020,I-2913,19590129-0004
I-2914,50,260,280,1197,1.0,2019-2020,I-2914,19680712-0028
I-2915,40,260,420,1067,4.0,2019-2020,I-2915,19650303-0019
I-2916,20,240,420,1005,3.0,2019-2020,I-2916,19680712-0028
I-2917,20,240,300,1279,2.0,2019-2020,I-2917,19580515-0017
I-2918,60,280,300,1276,2.0,2019-2020,I-2918,19580515-0017
I-2919,20,240,280,1191,4.0,2019-2020,I-2919,19690513-0015
I-2920,60,260,200,1136,2.0,2019-2020,I-2920,19570828-0008
I-2921,20,240,200,1135,4.0,2019-2020,I-2921,19630126-0001
I-2922,60,240,360,1055,2.0,2019-2020,I-2922,19600529-0021
I-2923,20,240,300,1283,1.0,2020-2021,I-2923,19560705-0025
I-2924,40,280,200,1290,4.0,2020-2021,I-2924,19690408-0009
I-2925,20,240,240,1249,4.0,2020-2021,I-2925,19660630-0020
I-2926,40,280,280,1297,4.0,2020-2021,I-2926,19580515-0017
I-2927,60,280,360,1145,2.0,2020-2021,I-2927,19680712-0028
I-2928,20,260,420,1092,3.0,2020-2021,I-2928,19610620-0006
I-2929,50,280,300,1014,2.0,2020-2021,I-2929,19660630-0020
I-2930,40,280,200,1082,2.0,2021-2022,I-2930,19630126-0001
I-2931,60,260,300,1112,1.0,2021-2022,I-2931,19610918-0027
I-2932,50,260,360,1079,4.0,2021-2022,I-2932,19560705-0025
I-2933,20,240,200,1230,1.0,2021-2022,I-2933,19620424-0026
I-2934,20,260,200,1218,4.0,2021-2022,I-2934,19680712-0028
I-2935,50,260,420,1166,3.0,2021-2022,I-2935,19600529-0021
I-2936,20,240,280,1104,2.0,2021-2022,I-2936,19680712-0028
I-2937,20,240,420,1013,3.0,2021-2022,I-2937,19570826-0012
I-2938,50,280,300,1244,1.0,2022-2023,I-2938,19640414-0013
I-2939,40,260,200,1245,2.0,2022-2023,I-2939,19600905-0003
I-2940,60,260,300,1214,1.0,2022-2023,I-2940,19570828-0008
I-2941,60,240,200,1265,1.0,2022-2023,I-2941,19561222-0030
I-2942,20,240,200,1183,3.0,2022-2023,I-2942,19580218-0007
I-2943,50,280,300,1126,4.0,2022-2023,I-2943,19600529-0021
I-2944,40,280,200,1066,1.0,2022-2023,I-2944,19561222-0030
I-2945,50,260,200,1051,4.0,2022-2023,I-2945,19610623-0005
I-2946,20,240,300,1018,2.0,2022-2023,I-2946,19600814-0002
I-2947,50,280,200,1169,4.0,2023-2024,I-2947,19620424-0026
I-2948,50,260,200,1159,3.0,2023-2024,I-2948,19650303-0019
I-2949,60,280,280,1184,2.0,2023-2024,I-2949,19640220-0029
I-2950,60,280,280,1133,4.0,2023-2024,I-2950,19601021-0018
I-2951,60,260,360,1241,2.0,2023-2024,I-2951,19570615-0011
I-2952,20,260,360,1215,4.0,2023-2024,I-2952,19690917-0022
I-2953,40,260,300,1197,4.0,2023-2024,I-2953,19611219-0014
I-2954,40,260,420,1011,2.0,2023-2024,I-2954,19580515-0017
I-2955,40,280,200,1240,2.0,2013-2014,I-2955,19680712-0028
I-2956,60,280,420,1176,1.0,2013-2014,I-2956,19610623-0005
I-2957,50,280,420,1298,3.0,2013-2014,I-2957,19650303-0019
I-2958,20,260,200,1247,2.0,2013-2014,I-2958,19611219-0014
I-2959,40,280,280,1228,4.0,2013-2014,I-2959,19690917-0022
I-2960,40,240,300,1026,4.0,2013-2014,I-2960,19560612-0010
I-2961,50,260,300,1218,3.0,2013-2014,I-2961,19630126-0001
I-2962,60,260,360,1128,2.0,2013-2014,I-2962,19561222-0030
I-2963,40,240,200,1087,4.0,2013-2014,I-2963,19690408-0009
I-2964,40,260,420,1074,2.0,2013-2014,I-2964,19561222-0030
I-2965,20,260,200,1064,4.0,2013-2014,I-2965,19580218-0007
I-2966,60,240,300,1029,4.0,2013-2014,I-2966,19600905-0003
I-2967,20,280,420,1228,2.0,2014-2015,I-2967,19640220-0029
I-2968,60,280,200,1286,3.0,2014-2015,I-2968,19561222-0030
I-2969,50,240,280,1168,4.0,2014-2015,I-2969,19690408-0009
I-2970,20,280,360,1156,4.0,2014-2015,I-2970,19601021-0018
I-2971,20,260,360,1078,3.0,2014-2015,I-2971,19610918-0027
I-2972,20,280,360,1257,2.0,2014-2015,I-2972,19570828-0008
I-2973,40,240,240,1010,1.0,2014-2015,I-2973,19570826-0012
I-2974,50,280,200,1009,2.0,2014-2015,I-2974,19610620-0006
I-2975,40,240,300,1007,3.0,2014-2015,I-2975,19570828-0008
I-2976,40,280,240,1279,4.0,2015-2016,I-2976,19620522-0023
I-2977,20,260,300,1224,2.0,2015-2016,I-2977,19690513-0015
I-2978,40,280,240,1116,2.0,2015-2016,I-2978,19560812-0016
I-2979,40,280,280,1086,1.0,2015-2016,I-2979,19611219-0014
I-2980,40,240,280,1023,4.0,2015-2016,I-2980,19601021-0018
I-2981,20,240,360,1234,4.0,2015-2016,I-2981,19620831-0024
I-2982,60,260,280,1151,2.0,2015-2016,I-2982,19600529-0021
I-2983,50,260,240,1128,4.0,2015-2016,I-2983,19611219-0014
I-2984,50,240,360,1030,4.0,2015-2016,I-2984,19620831-0024
I-2985,40,240,280,1009,1.0,2015-2016,I-2985,19610918-0027
I-2986,20,240,420,1248,3.0,2016-2017,I-2986,19620522-0023
I-2987,50,280,300,1208,3.0,2016-2017,I-2987,19690513-0015
I-2988,20,260,360,1159,1.0,2016-2017,I-2988,19590129-0004
I-2989,20,240,280,1080,2.0,2016-2017,I-2989,19561222-0030
I-2990,50,240,300,1179,3.0,2016-2017,I-2990,19560612-0010
I-2991,60,240,420,1148,4.0,2016-2017,I-2991,19580515-0017
I-2992,50,240,200,1132,4.0,2016-2017,I-2992,19620424-0026
I-2993,50,260,300,1085,3.0,2016-2017,I-2993,19610623-0005
I-2994,50,260,300,1053,1.0,2016-2017,I-2994,19690917-0022
I-2995,50,260,280,1036,3.0,2016-2017,I-2995,19600814-0002
I-2996,40,260,300,1260,3.0,2017-2018,I-2996,19570826-0012
I-2997,20,280,280,1060,2.0,2017-2018,I-2997,19560705-0025
I-2998,40,280,420,1218,3.0,2017-2018,I-2998,19620831-0024
I-2999,50,260,420,1165,1.0,2017-2018,I-2999,19561222-0030
I-3000,60,280,200,1011,2.0,2017-2018,I-3000,19620522-0023
I-3001,50,280,200,1216,2.0,2017-2018,I-3001,19600814-0002
I-3002,40,240,300,1120,3.0,2017-2018,I-3002,19610620-0006
I-3003,50,240,300,1049,4.0,2017-2018,I-3003,19620831-0024
I-3004,40,240,300,1036,4.0,2017-2018,I-3004,19690513-0015
I-3005,60,280,280,1286,1.0,2018-2019,I-3005,19570826-0012
I-3006,50,280,360,1274,2.0,2018-2019,I-3006,19610918-0027
I-3007,40,260,300,1222,1.0,2018-2019,I-3007,19610918-0027
I-3008,20,260,360,1206,3.0,2018-2019,I-3008,19620424-0026
I-3009,60,260,240,1058,4.0,2018-2019,I-3009,19611219-0014
I-3010,20,260,420,1248,3.0,2018-2019,I-3010,19660630-0020
I-3011,60,240,420,1219,4.0,2018-2019,I-3011,19690917-0022
I-3012,50,260,360,1098,1.0,2018-2019,I-3012,19660630-0020
I-3013,50,260,240,1049,4.0,2018-2019,I-3013,19561222-0030
I-3014,20,260,300,1285,3.0,2019-2020,I-3014,19570615-0011
I-3015,40,260,360,1252,2.0,2019-2020,I-3015,19610620-0006
